task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1
image_classification,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,89.10026827562585,25.358382996679143
object_detection,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,37.170236274961646,19.741588577411747
question_answering,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,41.182307168061605,17.473860257731225
speech_recognition,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,680.0567955094665,192.5900009316365
