task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.89276966774075,72.89276966774075,72.89276966774075,30.714531024531027,8.141796493093455,8.141796493093455
object_detection,30.93666951797162,30.93666951797162,30.93666951797162,19.216017866898035,10.291455767979027,10.291455767979027
question_answering,34.63367449543131,34.63367449543131,34.63367449543131,16.510975616071814,3.1381533145098652,3.1381533145098652
speech_recognition,573.3940836419397,573.3940836419397,573.3940836419397,224.32136988071798,18.558998035302817,18.558998035302817
