task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.91188773026863,73.91188773026863,73.91188773026863,73.91188773026863,73.91188773026863,73.91188773026863,73.91188773026863,35.051307243203794,8.425452587923482,8.425452587923482,8.425452587923482
object_detection,33.714193368590976,33.714193368590976,33.714193368590976,33.714193368590976,33.714193368590976,33.714193368590976,33.714193368590976,22.65749467923381,11.184458777220135,11.184458777220135,11.184458777220135
question_answering,34.42364730025726,34.42364730025726,34.42364730025726,34.42364730025726,34.42364730025726,34.42364730025726,34.42364730025726,18.385263824884795,3.1568404276043953,3.1568404276043953,3.1568404276043953
speech_recognition,573.2970210859463,573.2970210859463,573.2970210859463,573.2970210859463,573.2970210859463,573.2970210859463,573.2970210859463,203.39929512516468,18.907339536075334,18.907339536075334,18.907339536075334
