task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.44952807711397,73.44952807711397,73.44952807711397,73.44952807711397,73.44952807711397,73.44952807711397,34.98834267332653,34.98834267332653,34.98834267332653,7.823023699726486
object_detection,33.22748724884344,33.22748724884344,33.22748724884344,33.22748724884344,33.22748724884344,33.22748724884344,20.181216222049553,20.181216222049553,20.181216222049553,10.753152045198386
question_answering,34.46352928185124,34.46352928185124,34.46352928185124,34.46352928185124,34.46352928185124,34.46352928185124,16.665700070212118,16.665700070212118,16.665700070212118,3.110531430934657
speech_recognition,573.2080785241757,573.2080785241757,573.2080785241757,573.2080785241757,573.2080785241757,573.2080785241757,196.64106132765895,196.64106132765895,196.64106132765895,18.418918041418042
