task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.88790895637405,73.88790895637405,73.88790895637405,73.88790895637405,73.88790895637405,73.88790895637405,73.88790895637405,29.75966533406155,29.75966533406155,29.75966533406155,8.222355066687921
object_detection,33.362001242365025,33.362001242365025,33.362001242365025,33.362001242365025,33.362001242365025,33.362001242365025,33.362001242365025,20.77096488744659,20.77096488744659,20.77096488744659,10.791902113459399
question_answering,34.54204306125965,34.54204306125965,34.54204306125965,34.54204306125965,34.54204306125965,34.54204306125965,34.54204306125965,17.469661078837152,17.469661078837152,17.469661078837152,3.1017047817047816
speech_recognition,573.6126473367241,573.6126473367241,573.6126473367241,573.6126473367241,573.6126473367241,573.6126473367241,573.6126473367241,200.75146590709994,200.75146590709994,200.75146590709994,19.075021346469622
