task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2
image_classification,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,74.06369872435623,22.77468944099379,22.77468944099379
object_detection,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,34.31534187732438,22.384844574105443,22.384844574105443
question_answering,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,34.657283357962896,15.609585452955127,15.609585452955127
speech_recognition,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,574.0128166224206,206.91415256623517,206.91415256623517
