task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.79720148954588,73.79720148954588,73.79720148954588,73.79720148954588,73.79720148954588,73.79720148954588,73.79720148954588,73.79720148954588,30.89202960927961,7.933598865909647
object_detection,33.39653635233962,33.39653635233962,33.39653635233962,33.39653635233962,33.39653635233962,33.39653635233962,33.39653635233962,33.39653635233962,19.448317251675384,10.41149723145072
question_answering,34.99626130855322,34.99626130855322,34.99626130855322,34.99626130855322,34.99626130855322,34.99626130855322,34.99626130855322,34.99626130855322,14.585730422730421,3.0574774732273435
speech_recognition,574.4907785446342,574.4907785446342,574.4907785446342,574.4907785446342,574.4907785446342,574.4907785446342,574.4907785446342,574.4907785446342,207.45222651222653,18.501357229390614
