task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.1300180189655,74.1300180189655,74.1300180189655,74.1300180189655,74.1300180189655,74.1300180189655,74.1300180189655,74.1300180189655,34.01286222986833,34.01286222986833,34.01286222986833,8.584745098039216,8.584745098039216
object_detection,34.81521799577514,34.81521799577514,34.81521799577514,34.81521799577514,34.81521799577514,34.81521799577514,34.81521799577514,34.81521799577514,23.64638423251467,23.64638423251467,23.64638423251467,10.958006608334195,10.958006608334195
question_answering,34.76892049000341,34.76892049000341,34.76892049000341,34.76892049000341,34.76892049000341,34.76892049000341,34.76892049000341,34.76892049000341,17.800088489320945,17.800088489320945,17.800088489320945,3.1154634586770293,3.1154634586770293
speech_recognition,574.1557887237676,574.1557887237676,574.1557887237676,574.1557887237676,574.1557887237676,574.1557887237676,574.1557887237676,574.1557887237676,203.22143040674385,203.22143040674385,203.22143040674385,18.798208863600166,18.798208863600166
