task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.41049153041187,73.41049153041187,73.41049153041187,73.41049153041187,73.41049153041187,29.82646909451257,29.82646909451257,8.222948958000833,8.222948958000833,8.222948958000833
object_detection,33.02066999002038,33.02066999002038,33.02066999002038,33.02066999002038,33.02066999002038,21.033539042585094,21.033539042585094,10.821548014950052,10.821548014950052,10.821548014950052
question_answering,34.734784272065134,34.734784272065134,34.734784272065134,34.734784272065134,34.734784272065134,18.41133611807296,18.41133611807296,3.171439856152216,3.171439856152216,3.171439856152216
speech_recognition,573.3661299034418,573.3661299034418,573.3661299034418,573.3661299034418,573.3661299034418,239.8669155843458,239.8669155843458,18.800170707975916,18.800170707975916,18.800170707975916
