task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,71.55614661204984,71.55614661204984,32.07527160095442,32.07527160095442,32.07527160095442,32.07527160095442,8.065090263799796
object_detection,30.81089956222082,30.81089956222082,19.615819581253433,19.615819581253433,19.615819581253433,19.615819581253433,10.282104780206094
question_answering,33.109753328678565,33.109753328678565,15.8356494842911,15.8356494842911,15.8356494842911,15.8356494842911,3.08104454911502
speech_recognition,564.6278929259147,564.6278929259147,215.172688119948,215.172688119948,215.172688119948,215.172688119948,18.625960784313726
