task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,74.55160579345025,27.490448732852826,7.963584394671351
object_detection,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,35.075133356498704,22.026702898550724,11.367
question_answering,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,35.4922794150456,13.889149586064033,3.08438995215311
speech_recognition,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,578.3196046898291,193.2428336156597,18.714207239698123
