task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.1688778489063,8.190079401677126,8.190079401677126
object_detection,30.259671030076362,10.09960362238464,10.09960362238464
question_answering,33.23869565217392,3.123393943700618,3.123393943700618
speech_recognition,564.5463173367234,18.625094517487966,18.625094517487966
