task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,74.97344608203973,31.06002274127661,31.06002274127661,31.06002274127661,31.06002274127661,8.421442577030813,8.421442577030813
object_detection,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,36.08721729328463,27.06557419630705,27.06557419630705,27.06557419630705,27.06557419630705,11.97722733406944,11.97722733406944
question_answering,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,35.00081578861455,16.824761483141902,16.824761483141902,16.824761483141902,16.824761483141902,3.139745268920966,3.139745268920966
speech_recognition,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,574.8509626374657,203.47160327063568,203.47160327063568,203.47160327063568,203.47160327063568,19.359876667371754,19.359876667371754
