t2.large,c5.2xlarge,g4dn.xlarge,ssee,estimated_makespan,true_makespan,err
0,0,3,4,3511,10496,66.5
0,0,2,5,5139,10495,51.0
0,1,3,6,5838,10509,44.4
0,4,3,6,6216,10522,40.9
0,3,3,7,6645,10504,36.7
0,2,3,7,6648,10516,36.8
10,3,3,8,8075,10697,24.5
1,3,3,8,8258,10560,21.8
9,4,3,8,7570,10642,28.9
4,4,3,8,8494,10599,19.9
7,4,3,8,8018,10655,24.7
0,4,2,8,7993,10516,24.0
6,4,3,8,8133,10635,23.5
1,4,3,8,7840,10522,25.5
0,3,2,8,8188,10501,22.0
10,4,2,8,8233,10666,22.8
3,4,3,8,8366,10592,21.0
5,4,3,8,8371,10593,21.0
8,4,3,8,7792,10639,26.8
2,4,3,8,8196,10593,22.6
9,3,3,8,8306,10625,21.8
11,2,3,8,8468,10660,20.6
10,3,2,9,9073,10666,14.9
13,1,2,9,9563,10681,10.5
0,2,2,9,9460,10500,9.9
8,3,3,9,8570,10591,19.1
1,2,3,9,9395,10553,11.0
7,4,2,9,9265,10584,12.5
9,3,2,9,9432,10637,11.3
8,2,3,9,9502,10651,10.8
11,3,2,9,8657,10680,18.9
11,4,1,9,8992,10633,15.4
0,1,2,9,9329,10510,11.2
13,0,3,9,9374,10681,12.2
12,4,0,9,9563,10630,10.0
6,3,3,9,9090,10643,14.6
12,2,2,9,9122,10658,14.4
4,3,3,9,9340,10590,11.8
10,2,3,9,8805,10674,17.5
11,1,3,9,9255,10665,13.2
12,1,3,9,8948,10644,15.9
7,3,3,9,8868,10644,16.7
12,3,1,9,9347,10678,12.5
5,3,3,9,9340,10622,12.1
9,2,3,9,9222,10622,13.2
8,4,2,9,8992,10652,15.6
11,2,2,9,9534,10640,10.4
10,4,1,9,9307,10630,12.4
6,4,2,9,9528,10623,10.3
2,3,3,9,9277,10523,11.8
9,4,2,9,8557,10653,19.7
1,4,2,9,9437,10527,10.4
9,2,2,10,10501,10668,1.6
10,1,3,10,9776,10649,8.2
12,1,2,10,10077,10653,5.4
3,3,3,10,9577,10570,9.4
9,4,1,10,9772,10634,8.1
11,0,3,10,10375,10667,2.7
11,4,0,10,10083,10675,5.5
3,4,2,10,10175,10580,3.8
12,2,1,10,10299,10666,3.4
9,1,3,10,10122,10641,4.9
7,3,2,10,10366,10653,2.7
6,2,3,10,10153,10638,4.6
4,4,2,10,9979,10579,5.7
2,4,2,10,10007,10525,4.9
14,1,1,10,10299,10679,3.6
8,3,2,10,9787,10642,8.0
10,3,1,10,10376,10677,2.8
5,4,2,10,9846,10594,7.1
10,2,2,10,10039,10643,5.7
7,2,3,10,9874,10629,7.1
11,3,1,10,9746,10683,8.8
13,2,1,10,9807,10649,7.9
0,0,1,10,10311,12424,17.0
12,0,3,10,9796,10642,7.9
14,2,0,10,10551,10671,1.1
14,0,2,10,10017,10670,6.1
13,3,0,10,10010,10712,6.6
2,2,3,10,10371,10558,1.8
10,4,0,10,10573,10630,0.5
8,4,1,10,10070,10618,5.2
0,4,1,11,10684,10515,1.6
10,0,3,11,10826,10649,1.7
12,0,2,11,11250,10645,5.7
6,4,1,11,11179,10592,5.5
13,0,2,11,10584,10694,1.0
1,1,3,11,10818,10563,2.4
9,4,0,11,11089,10661,4.0
13,1,1,11,10867,10670,1.8
5,3,2,11,11001,10625,3.5
6,3,2,11,10704,10622,0.8
16,0,0,11,11583,12114,4.4
11,1,2,11,10624,10626,0.0
15,0,1,11,10732,10689,0.4
12,3,0,11,10596,10637,0.4
7,4,1,11,10803,10640,1.5
8,1,3,11,10712,10637,0.7
15,1,0,11,11039,11205,1.5
8,2,2,11,11092,10660,4.1
14,0,1,11,11363,10661,6.6
4,3,2,11,11577,10589,9.3
9,0,3,11,11516,10636,8.3
7,1,3,11,11231,10656,5.4
10,1,2,11,11177,10623,5.2
1,3,2,11,10963,10514,4.3
9,3,1,11,10732,10616,1.1
3,2,3,11,10906,10615,2.7
4,2,3,11,10887,10595,2.8
11,3,0,11,11213,10679,5.0
8,3,1,11,11458,10631,7.8
11,2,1,11,10947,10639,2.9
13,2,0,11,11177,10944,2.1
5,2,3,11,10763,10619,1.4
10,2,1,11,11440,10663,7.3
12,1,1,11,11536,10651,8.3
13,0,1,12,12164,10633,14.4
10,3,0,12,11857,10836,9.4
1,4,1,12,12315,10543,16.8
9,1,2,12,11853,10601,11.8
12,2,0,12,11958,11268,6.1
9,2,1,12,12217,10642,14.8
7,3,1,12,12098,10650,13.6
11,0,2,12,11853,10604,11.8
3,4,1,12,12398,10596,17.0
0,3,1,12,12192,10507,16.0
15,0,0,12,12319,12831,4.0
5,4,1,12,11579,10600,9.2
8,4,0,12,11917,10654,11.9
8,0,3,12,12098,10663,13.5
3,3,2,12,11842,10585,11.9
6,1,3,12,11634,10608,9.7
2,3,2,12,11594,10579,9.6
5,1,3,12,12379,10587,16.9
14,1,0,12,11758,11575,1.6
7,2,2,12,11565,10612,9.0
4,4,1,12,12277,10556,16.3
6,2,2,12,12257,10595,15.7
11,1,1,12,12186,10617,14.8
2,1,3,13,12674,10574,19.9
12,1,0,13,13439,12848,4.6
7,0,3,13,12872,10601,21.4
2,4,1,13,12517,10520,19.0
12,0,1,13,12933,10681,21.1
7,4,0,13,12561,10990,14.3
6,3,1,13,12682,10601,19.6
1,0,3,13,12908,10525,22.6
5,3,1,13,13589,10606,28.1
6,4,0,13,13404,11322,18.4
9,0,2,13,13506,10616,27.2
10,1,1,13,13128,10617,23.7
4,1,3,13,12680,10605,19.6
9,3,0,13,12782,11235,13.8
3,1,3,13,12777,10558,21.0
5,2,2,13,13069,10585,23.5
10,0,2,13,12724,10612,19.9
13,1,0,13,12608,12221,3.2
11,2,0,13,12645,11613,8.9
1,2,2,13,13058,10501,24.4
8,2,1,13,13008,10596,22.8
7,1,2,13,13421,10617,26.4
8,1,2,13,12696,10603,19.7
11,0,1,14,14008,10591,32.3
10,2,0,14,13675,12230,11.8
7,2,1,14,13903,10599,31.2
3,2,2,14,14087,10540,33.7
13,0,0,14,14190,14717,3.6
2,2,2,14,13859,10531,31.6
5,0,3,14,14464,10588,36.6
4,3,1,14,14290,10550,35.5
9,1,1,14,13945,10629,31.2
4,2,2,14,13549,10574,28.1
6,0,3,14,13714,10597,29.4
8,3,0,14,13580,11622,16.8
6,1,2,14,14402,10579,36.1
5,4,0,14,14458,11657,24.0
3,3,1,15,15021,10547,42.4
4,0,3,15,15223,10579,43.9
5,1,2,15,15372,10551,45.7
8,0,2,15,14591,10614,37.5
2,0,3,15,15219,10536,44.4
2,3,1,15,15322,10556,45.1
7,3,0,15,14678,12348,18.9
0,2,1,15,14789,10526,40.5
1,3,1,15,15041,10535,42.8
4,4,0,15,15357,12360,24.2
10,0,1,15,15002,10665,40.7
6,2,1,15,15065,10617,41.9
8,1,1,15,15142,10609,42.7
1,1,2,16,16175,10541,53.4
4,1,2,16,16329,10577,54.4
9,0,1,16,16345,10632,53.7
7,0,2,16,15881,10599,49.8
5,2,1,16,16137,10631,51.8
10,1,0,16,15638,14714,6.3
7,1,1,16,16554,10589,56.3
3,4,0,16,16250,13185,23.2
3,0,3,16,15695,10573,48.4
8,2,0,16,15828,13761,15.0
6,0,2,17,17136,10575,62.0
5,3,0,17,17158,13892,23.5
4,2,1,17,17434,10548,65.3
2,1,2,17,17457,10563,65.3
3,1,2,17,17367,10579,64.2
8,0,1,18,18142,10602,71.1
6,1,1,18,18012,10567,70.5
0,1,1,18,17950,10594,69.4
1,2,1,19,19396,10555,83.8
5,0,2,19,18757,10561,77.6
3,2,1,19,18656,10558,76.7
2,2,1,20,19519,10591,84.3
7,0,1,20,19953,10616,88.0
4,0,2,20,20499,10580,93.8
5,1,1,20,19868,10580,87.8
6,0,1,22,22446,10580,112.2
3,0,2,22,22243,10574,110.4
4,1,1,22,22089,10571,109.0
1,0,2,22,21912,10536,108.0
2,0,2,23,23213,10542,120.2
3,1,1,25,24552,10608,131.4
5,0,1,26,25604,10640,140.6
2,1,1,27,26723,10579,152.6
1,1,1,28,27914,10557,164.4
4,0,1,29,29486,10576,178.8
3,0,1,35,34807,10723,224.6
2,0,1,41,41216,11234,266.9
1,0,1,47,47430,11665,306.6
