task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.71727272727273,76.71727272727273,30.14572408457651,30.14572408457651,30.14572408457651,9.85950798865863,9.85950798865863
object_detection,37.441800144300146,37.441800144300146,21.508234280458048,21.508234280458048,21.508234280458048,11.567032111966563,11.567032111966563
question_answering,43.453809523809525,43.453809523809525,16.496677559912854,16.496677559912854,16.496677559912854,4.783195419029586,4.783195419029586
speech_recognition,569.2345238095238,569.2345238095238,185.4826031991744,185.4826031991744,185.4826031991744,21.445339683110518,21.445339683110518
