task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.89556950985522,82.89556950985522,82.89556950985522,82.89556950985522,82.89556950985522,82.89556950985522,82.89556950985522,33.92422780922781,33.92422780922781,33.92422780922781,12.114753068867746,12.114753068867746,12.114753068867746
object_detection,44.85890022675737,44.85890022675737,44.85890022675737,44.85890022675737,44.85890022675737,44.85890022675737,44.85890022675737,31.46882430750078,31.46882430750078,31.46882430750078,15.196590565363447,15.196590565363447,15.196590565363447
question_answering,45.23336322407751,45.23336322407751,45.23336322407751,45.23336322407751,45.23336322407751,45.23336322407751,45.23336322407751,16.976692811545753,16.976692811545753,16.976692811545753,5.266948630225441,5.266948630225441,5.266948630225441
speech_recognition,581.4552380952381,581.4552380952381,581.4552380952381,581.4552380952381,581.4552380952381,581.4552380952381,581.4552380952381,191.0107681207681,191.0107681207681,191.0107681207681,23.24345525372068,23.24345525372068,23.24345525372068
