task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,27.249262439370007,27.249262439370007,9.595956591120352
object_detection,19.34554305533061,19.34554305533061,11.442995132045214
question_answering,15.285926802483065,15.285926802483065,4.4762757945442795
speech_recognition,185.78313181602655,185.78313181602655,21.46150937950938
