task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13
image_classification,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396,91.42694544239396
object_detection,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198,42.3571443526198
question_answering,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405,49.612724385419405
speech_recognition,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861,670.3470390976861
