task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2
image_classification,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,89.85391360826858,27.737077909423977,27.737077909423977
object_detection,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,41.060728318021276,19.706170659405952,19.706170659405952
question_answering,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,47.62359888238167,15.235191830422668,15.235191830422668
speech_recognition,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,641.321072954823,188.1132323751376,188.1132323751376
