task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,76.07194805194806,27.985035363658323,27.985035363658323,27.985035363658323,9.948890426353971
object_detection,36.02430735930736,19.71030723683498,19.71030723683498,19.71030723683498,11.615756917286207
question_answering,40.53027777777778,15.309940798618333,15.309940798618333,15.309940798618333,4.480746718194086
speech_recognition,570.4727272727272,188.56059748349065,188.56059748349065,188.56059748349065,21.368539864678507
