task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.00254248366014,81.00254248366014,81.00254248366014,81.00254248366014,81.00254248366014,28.995293040293042,28.995293040293042,28.995293040293042,10.45009233445702,10.45009233445702
object_detection,40.4923401043401,40.4923401043401,40.4923401043401,40.4923401043401,40.4923401043401,23.32352017594984,23.32352017594984,23.32352017594984,12.805635127244766,12.805635127244766
question_answering,43.526134920634924,43.526134920634924,43.526134920634924,43.526134920634924,43.526134920634924,17.790902975929562,17.790902975929562,17.790902975929562,4.970733863639092,4.970733863639092
speech_recognition,577.8296190476191,577.8296190476191,577.8296190476191,577.8296190476191,577.8296190476191,189.20414430684554,189.20414430684554,189.20414430684554,21.362971640231226,21.362971640231226
