task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,84.9128718966219,12.203817496981902,12.203817496981902,12.203817496981902
object_detection,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,55.186630285668755,14.856855387780024,14.856855387780024,14.856855387780024
question_answering,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,44.097314736545506,5.185873259392036,5.185873259392036,5.185873259392036
speech_recognition,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,588.0554578754579,23.353914315368534,23.353914315368534,23.353914315368534
