task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1
image_classification,76.58637529137529,28.43819124213861,9.602271153007973
object_detection,36.10212418300654,19.6383021251027,11.316043107292552
question_answering,42.1609022556391,16.127802197802197,4.444026255118734
speech_recognition,569.1259340659341,184.42646256182843,21.283592247231923
