task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.11564033189033,83.11564033189033,83.11564033189033,83.11564033189033,83.11564033189033,83.11564033189033,83.11564033189033,83.11564033189033,35.45465608465609,35.45465608465609,35.45465608465609,12.493916046197546,12.493916046197546,12.493916046197546
object_detection,47.15678300865801,47.15678300865801,47.15678300865801,47.15678300865801,47.15678300865801,47.15678300865801,47.15678300865801,47.15678300865801,34.31558774558774,34.31558774558774,34.31558774558774,16.099784609644395,16.099784609644395,16.099784609644395
question_answering,45.26558673469388,45.26558673469388,45.26558673469388,45.26558673469388,45.26558673469388,45.26558673469388,45.26558673469388,45.26558673469388,16.209215092899306,16.209215092899306,16.209215092899306,5.3448019619992335,5.3448019619992335,5.3448019619992335
speech_recognition,582.4612500000001,582.4612500000001,582.4612500000001,582.4612500000001,582.4612500000001,582.4612500000001,582.4612500000001,582.4612500000001,201.35523805170865,201.35523805170865,201.35523805170865,23.094740344337648,23.094740344337648,23.094740344337648
