task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,78.0433670904259,78.0433670904259,78.0433670904259,28.43732699969267,28.43732699969267,9.817247144277065
object_detection,35.66906071998177,35.66906071998177,35.66906071998177,19.986584779132837,19.986584779132837,11.82614868127374
question_answering,43.74900282952915,43.74900282952915,43.74900282952915,16.241411317463182,16.241411317463182,4.580937849674567
speech_recognition,578.2405205905205,578.2405205905205,578.2405205905205,187.41479884402443,187.41479884402443,21.528962606284093
