task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,80.07605127196037,29.123081330434275,10.301726072087527,10.301726072087527
object_detection,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,41.94625586534678,25.2875,13.017056151083276,13.017056151083276
question_answering,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,43.58619178800997,16.800735294117647,4.9029455442607714,4.9029455442607714
speech_recognition,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,582.3401731601732,182.54133986928105,21.5340806125799,21.5340806125799
