task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.92200680272109,80.92200680272109,80.92200680272109,80.92200680272109,80.92200680272109,80.92200680272109,80.92200680272109,30.154614616250775,30.154614616250775,30.154614616250775,10.35649702182097,10.35649702182097
object_detection,42.36296639868068,42.36296639868068,42.36296639868068,42.36296639868068,42.36296639868068,42.36296639868068,42.36296639868068,24.579086098859488,24.579086098859488,24.579086098859488,12.479855075854763,12.479855075854763
question_answering,43.59156771799629,43.59156771799629,43.59156771799629,43.59156771799629,43.59156771799629,43.59156771799629,43.59156771799629,15.951231673956134,15.951231673956134,15.951231673956134,5.118717583962733,5.118717583962733
speech_recognition,581.0963265306124,581.0963265306124,581.0963265306124,581.0963265306124,581.0963265306124,581.0963265306124,581.0963265306124,189.60983721873816,189.60983721873816,189.60983721873816,21.65312646635421,21.65312646635421
