task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,t2.large-16
image_classification,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994,96.22195452297994
object_detection,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432,42.85595544610432
question_answering,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005,50.53673506383005
speech_recognition,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585,690.5212239314585
