task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,101.93937627707732,101.93937627707732,101.93937627707732,101.93937627707732,101.93937627707732,101.93937627707732,101.93937627707732,28.06399886602074,28.06399886602074,28.06399886602074,28.06399886602074
object_detection,43.21719326818802,43.21719326818802,43.21719326818802,43.21719326818802,43.21719326818802,43.21719326818802,43.21719326818802,19.99751287447694,19.99751287447694,19.99751287447694,19.99751287447694
question_answering,52.300803483901234,52.300803483901234,52.300803483901234,52.300803483901234,52.300803483901234,52.300803483901234,52.300803483901234,15.419145047260306,15.419145047260306,15.419145047260306,15.419145047260306
speech_recognition,710.2691093430379,710.2691093430379,710.2691093430379,710.2691093430379,710.2691093430379,710.2691093430379,710.2691093430379,189.7878649112619,189.7878649112619,189.7878649112619,189.7878649112619
