task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,100.1914898601284,28.050751864560745,28.050751864560745,28.050751864560745,28.050751864560745
object_detection,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,47.24718515634692,20.806498860911166,20.806498860911166,20.806498860911166,20.806498860911166
question_answering,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,54.85701629409239,15.419693807779051,15.419693807779051,15.419693807779051,15.419693807779051
speech_recognition,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,737.8814002664002,190.68835295862385,190.68835295862385,190.68835295862385,190.68835295862385
