task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1
image_classification,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,160.8148313737095,26.997085590201532
object_detection,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,63.018067788485745,19.13226911976912
question_answering,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,79.1667913677294,14.952066976796152
speech_recognition,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,1096.1564068887633,184.6874171921143
