task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,84.60160648874934,84.60160648874934,84.60160648874934,84.60160648874934,84.60160648874934,84.60160648874934,84.60160648874934,36.40659051474841,36.40659051474841,36.40659051474841,36.40659051474841,12.997779718309143,12.997779718309143,12.997779718309143
object_detection,47.49194805194806,47.49194805194806,47.49194805194806,47.49194805194806,47.49194805194806,47.49194805194806,47.49194805194806,32.427751027567204,32.427751027567204,32.427751027567204,32.427751027567204,17.063715490408235,17.063715490408235,17.063715490408235
question_answering,43.705170068027215,43.705170068027215,43.705170068027215,43.705170068027215,43.705170068027215,43.705170068027215,43.705170068027215,16.646053989869777,16.646053989869777,16.646053989869777,16.646053989869777,5.353626873844697,5.353626873844697,5.353626873844697
speech_recognition,583.5928571428572,583.5928571428572,583.5928571428572,583.5928571428572,583.5928571428572,583.5928571428572,583.5928571428572,200.37071955821955,200.37071955821955,200.37071955821955,200.37071955821955,23.202654412831414,23.202654412831414,23.202654412831414
