task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.31820707070707,77.31820707070707,31.993144078144077,31.993144078144077,10.796868598431638,10.796868598431638,10.796868598431638
object_detection,38.519999999999996,38.519999999999996,22.873334084216438,22.873334084216438,13.065918772140805,13.065918772140805,13.065918772140805
question_answering,41.21,41.21,17.26935635657772,17.26935635657772,4.993719308530516,4.993719308530516,4.993719308530516
speech_recognition,568.4716666666667,568.4716666666667,183.97514652014652,183.97514652014652,21.52339060526952,21.52339060526952,21.52339060526952
