task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,78.72961455211455,78.72961455211455,78.72961455211455,78.72961455211455,78.72961455211455,78.72961455211455,78.72961455211455,78.72961455211455,28.077893124650092,28.077893124650092,28.077893124650092,9.789812868716814
object_detection,38.33302239427239,38.33302239427239,38.33302239427239,38.33302239427239,38.33302239427239,38.33302239427239,38.33302239427239,38.33302239427239,21.098779110084582,21.098779110084582,21.098779110084582,11.830694584925041
question_answering,43.268793863300445,43.268793863300445,43.268793863300445,43.268793863300445,43.268793863300445,43.268793863300445,43.268793863300445,43.268793863300445,15.728963200427597,15.728963200427597,15.728963200427597,4.88444158823036
speech_recognition,577.4842063492064,577.4842063492064,577.4842063492064,577.4842063492064,577.4842063492064,577.4842063492064,577.4842063492064,577.4842063492064,186.90247420212637,186.90247420212637,186.90247420212637,21.743934882154683
