task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,170.3760110913052,170.3760110913052,170.3760110913052,170.3760110913052,170.3760110913052,170.3760110913052,27.533202296505607,27.533202296505607,27.533202296505607,27.533202296505607
object_detection,62.672487261334005,62.672487261334005,62.672487261334005,62.672487261334005,62.672487261334005,62.672487261334005,19.656366966000483,19.656366966000483,19.656366966000483,19.656366966000483
question_answering,82.07554116239797,82.07554116239797,82.07554116239797,82.07554116239797,82.07554116239797,82.07554116239797,15.572320822621284,15.572320822621284,15.572320822621284,15.572320822621284
speech_recognition,1147.4597624434389,1147.4597624434389,1147.4597624434389,1147.4597624434389,1147.4597624434389,1147.4597624434389,189.7722682379552,189.7722682379552,189.7722682379552,189.7722682379552
