task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.94464102564102,81.94464102564102,81.94464102564102,81.94464102564102,81.94464102564102,33.000856851481856,33.000856851481856,33.000856851481856,33.000856851481856,12.264553509688312,12.264553509688312,12.264553509688312
object_detection,45.51215873015873,45.51215873015873,45.51215873015873,45.51215873015873,45.51215873015873,30.555993695846638,30.555993695846638,30.555993695846638,30.555993695846638,15.475338435436635,15.475338435436635,15.475338435436635
question_answering,44.340476190476195,44.340476190476195,44.340476190476195,44.340476190476195,44.340476190476195,16.87077083047671,16.87077083047671,16.87077083047671,16.87077083047671,5.382045925069511,5.382045925069511,5.382045925069511
speech_recognition,585.2253333333334,585.2253333333334,585.2253333333334,585.2253333333334,585.2253333333334,190.08451465201466,190.08451465201466,190.08451465201466,190.08451465201466,22.92127509427823,22.92127509427823,22.92127509427823
