task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.38056818181818,80.38056818181818,80.38056818181818,80.38056818181818,29.687,10.601263965934132,10.601263965934132,10.601263965934132
object_detection,38.655941558441555,38.655941558441555,38.655941558441555,38.655941558441555,26.98419082125604,13.04818346960268,13.04818346960268,13.04818346960268
question_answering,43.861504329004326,43.861504329004326,43.861504329004326,43.861504329004326,15.93512605042017,5.1889809604701895,5.1889809604701895,5.1889809604701895
speech_recognition,582.9483333333334,582.9483333333334,582.9483333333334,582.9483333333334,183.97726190476192,22.075657238072072,22.075657238072072,22.075657238072072
