task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.29997732426304,80.29997732426304,80.29997732426304,80.29997732426304,80.29997732426304,80.29997732426304,80.29997732426304,29.391631462549658,29.391631462549658,10.318852023132404,10.318852023132404
object_detection,40.719781171209746,40.719781171209746,40.719781171209746,40.719781171209746,40.719781171209746,40.719781171209746,40.719781171209746,23.506481569973527,23.506481569973527,12.043377316537448,12.043377316537448
question_answering,43.065053993625426,43.065053993625426,43.065053993625426,43.065053993625426,43.065053993625426,43.065053993625426,43.065053993625426,17.037918697244784,17.037918697244784,4.761529666509226,4.761529666509226
speech_recognition,577.8598639455782,577.8598639455782,577.8598639455782,577.8598639455782,577.8598639455782,577.8598639455782,577.8598639455782,191.35930367018602,191.35930367018602,21.408286034503462,21.408286034503462
