task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,79.4986684303351,29.337849273757893,29.337849273757893,29.337849273757893,29.337849273757893,10.04461032023212
object_detection,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,41.57784080117413,22.62745907139386,22.62745907139386,22.62745907139386,22.62745907139386,12.572538651653696
question_answering,43.808197666531,43.808197666531,43.808197666531,43.808197666531,43.808197666531,43.808197666531,43.808197666531,43.808197666531,43.808197666531,16.266819062180428,16.266819062180428,16.266819062180428,16.266819062180428,4.617002708457267
speech_recognition,577.604761904762,577.604761904762,577.604761904762,577.604761904762,577.604761904762,577.604761904762,577.604761904762,577.604761904762,577.604761904762,189.93384535944605,189.93384535944605,189.93384535944605,189.93384535944605,21.531549659463668
