task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.36306727994227,79.36306727994227,79.36306727994227,79.36306727994227,79.36306727994227,79.36306727994227,79.36306727994227,79.36306727994227,10.158463687798056,10.158463687798056
object_detection,40.55671047519732,40.55671047519732,40.55671047519732,40.55671047519732,40.55671047519732,40.55671047519732,40.55671047519732,40.55671047519732,12.312833032353982,12.312833032353982
question_answering,42.81365703740704,42.81365703740704,42.81365703740704,42.81365703740704,42.81365703740704,42.81365703740704,42.81365703740704,42.81365703740704,4.833469956334292,4.833469956334292
speech_recognition,577.6277678571429,577.6277678571429,577.6277678571429,577.6277678571429,577.6277678571429,577.6277678571429,577.6277678571429,577.6277678571429,21.094565738934897,21.094565738934897
