task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,83.19819920819921,31.9659559154296,12.051085363358197,12.051085363358197,12.051085363358197
object_detection,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,48.31934613997114,26.751774891774893,15.230504470473852,15.230504470473852,15.230504470473852
question_answering,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,44.80246933621934,16.269772727272727,5.311586253049123,5.311586253049123,5.311586253049123
speech_recognition,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,587.0608333333333,207.1384615384615,23.508695050876867,23.508695050876867,23.508695050876867
