task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,88.24138545192471,88.24138545192471,88.24138545192471,88.24138545192471,88.24138545192471,88.24138545192471,88.24138545192471,88.24138545192471,27.67257708017691,27.67257708017691,27.67257708017691
object_detection,41.61150903422437,41.61150903422437,41.61150903422437,41.61150903422437,41.61150903422437,41.61150903422437,41.61150903422437,41.61150903422437,19.570830281817074,19.570830281817074,19.570830281817074
question_answering,49.583435108145146,49.583435108145146,49.583435108145146,49.583435108145146,49.583435108145146,49.583435108145146,49.583435108145146,49.583435108145146,15.145975606686852,15.145975606686852,15.145975606686852
speech_recognition,676.8788586740058,676.8788586740058,676.8788586740058,676.8788586740058,676.8788586740058,676.8788586740058,676.8788586740058,676.8788586740058,188.0949743438794,188.0949743438794,188.0949743438794
