task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1
image_classification,78.33797833539009,78.33797833539009,78.33797833539009,78.33797833539009,78.33797833539009,28.469711323763953,9.845789665749827
object_detection,36.477374782080666,36.477374782080666,36.477374782080666,36.477374782080666,36.477374782080666,20.913992673992674,11.665030110093488
question_answering,42.42837248784927,42.42837248784927,42.42837248784927,42.42837248784927,42.42837248784927,15.251087226949295,4.608204606432127
speech_recognition,576.3197466977467,576.3197466977467,576.3197466977467,576.3197466977467,576.3197466977467,184.39042150291203,21.57365601574004
