task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,78.37087454620543,78.37087454620543,78.37087454620543,78.37087454620543,27.970499186803533,27.970499186803533,9.78209870391441
object_detection,36.15082556332557,36.15082556332557,36.15082556332557,36.15082556332557,20.516628821943712,20.516628821943712,11.451312155365368
question_answering,42.56586975524475,42.56586975524475,42.56586975524475,42.56586975524475,15.65178034089605,15.65178034089605,4.691651202053886
speech_recognition,577.9388636363636,577.9388636363636,577.9388636363636,577.9388636363636,188.43075489788504,188.43075489788504,21.403599754497925
