task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.19358974358974,79.19358974358974,31.34197989918578,31.34197989918578,31.34197989918578,11.229540389136424,11.229540389136424,11.229540389136424
object_detection,40.64,40.64,25.39958140672537,25.39958140672537,25.39958140672537,13.860404108539788,13.860404108539788,13.860404108539788
question_answering,40.41916666666667,40.41916666666667,16.57273427180548,16.57273427180548,16.57273427180548,5.19190595973009,5.19190595973009,5.19190595973009
speech_recognition,568.9683333333334,568.9683333333334,191.35456654456652,191.35456654456652,191.35456654456652,22.415723300703043,22.415723300703043,22.415723300703043
