task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.96150793650793,79.96150793650793,79.96150793650793,33.10319539271358,33.10319539271358,33.10319539271358,33.10319539271358,12.310572182927917,12.310572182927917,12.310572182927917
object_detection,43.53910052910053,43.53910052910053,43.53910052910053,28.738737026862026,28.738737026862026,28.738737026862026,28.738737026862026,14.925134594845812,14.925134594845812,14.925134594845812
question_answering,44.9660400928048,44.9660400928048,44.9660400928048,17.418266659810776,17.418266659810776,17.418266659810776,17.418266659810776,5.319938492944868,5.319938492944868,5.319938492944868
speech_recognition,579.5666666666666,579.5666666666666,579.5666666666666,188.32617902930403,188.32617902930403,188.32617902930403,188.32617902930403,22.864972030480732,22.864972030480732,22.864972030480732
