task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,79.41017172221717,27.77955246013614,27.77955246013614,27.77955246013614,27.77955246013614
object_detection,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,39.14832555285975,20.60966259301961,20.60966259301961,20.60966259301961,20.60966259301961
question_answering,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,43.08341884723463,15.584888524865908,15.584888524865908,15.584888524865908,15.584888524865908
speech_recognition,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,581.317510065692,191.84520270857357,191.84520270857357,191.84520270857357,191.84520270857357
