task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1
image_classification,77.8147920500552,77.8147920500552,77.8147920500552,9.598327051297227
object_detection,34.44355160634573,34.44355160634573,34.44355160634573,11.279920334710347
question_answering,42.498032950022115,42.498032950022115,42.498032950022115,4.361530950023947
speech_recognition,577.6606746031746,577.6606746031746,577.6606746031746,21.25031979414611
