task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1
image_classification,79.07283749725507,79.07283749725507,79.07283749725507,79.07283749725507,79.07283749725507,79.07283749725507,79.07283749725507,79.07283749725507,27.546298265653103,10.138358923095234
object_detection,38.40250164459723,38.40250164459723,38.40250164459723,38.40250164459723,38.40250164459723,38.40250164459723,38.40250164459723,38.40250164459723,22.17935135135135,11.523043847128354
question_answering,44.02009128481168,44.02009128481168,44.02009128481168,44.02009128481168,44.02009128481168,44.02009128481168,44.02009128481168,44.02009128481168,15.543777777777777,4.550047506136602
speech_recognition,577.2602876984126,577.2602876984126,577.2602876984126,577.2602876984126,577.2602876984126,577.2602876984126,577.2602876984126,577.2602876984126,183.9629355956942,21.551288620189204
