task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,81.2662012987013,29.439560439560438,10.594762293863482,10.594762293863482
object_detection,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,41.7525912975913,24.20360631930998,12.746419217499396,12.746419217499396
question_answering,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,43.48279484404485,16.5237343358396,5.050959121890228,5.050959121890228
speech_recognition,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,582.5893253968254,190.1243790849673,21.82550283118281,21.82550283118281
