task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.92805194805194,28.454545169690448,28.454545169690448,28.454545169690448,28.454545169690448,9.803885426833498
object_detection,36.52611111111111,20.34035038384134,20.34035038384134,20.34035038384134,20.34035038384134,11.743076874650132
question_answering,41.1936507936508,15.64423000244976,15.64423000244976,15.64423000244976,15.64423000244976,4.581416101025946
speech_recognition,569.2222222222223,193.600475351915,193.600475351915,193.600475351915,193.600475351915,21.482080293023436
