task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1
image_classification,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,78.88891597642888,29.64752926300914,9.736399789983722
object_detection,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,38.65387023470357,20.788162055335967,11.675835136639453
question_answering,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,43.0278035925585,15.226875134669251,4.685306254311785
speech_recognition,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,577.1267155683822,191.71482069662716,21.67596562184024
