task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,80.0205818903319,9.805035512022013,9.805035512022013
object_detection,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,41.49182572982573,11.59367388097262,11.59367388097262
question_answering,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,43.9569600954601,4.932370657129951,4.932370657129951
speech_recognition,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,578.4160714285714,21.765190553398053,21.765190553398053
