task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,79.8484681984682,29.655044771018453,29.655044771018453,9.668000220462734
object_detection,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,40.44017512402128,24.106170185078078,24.106170185078078,11.588813632743376
question_answering,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,43.3745209089553,15.938895502645503,15.938895502645503,4.5046362835880975
speech_recognition,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,583.1246336996337,192.3196540016048,192.3196540016048,21.55156637562298
