task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.18548595848596,79.18548595848596,79.18548595848596,79.18548595848596,79.18548595848596,28.5637464874307,28.5637464874307,10.266053355346106,10.266053355346106
object_detection,38.422793428793426,38.422793428793426,38.422793428793426,38.422793428793426,38.422793428793426,21.949785550833607,21.949785550833607,12.202022138931229,12.202022138931229
question_answering,43.17146753246753,43.17146753246753,43.17146753246753,43.17146753246753,43.17146753246753,16.312714396284832,16.312714396284832,4.9051877256874,4.9051877256874
speech_recognition,576.5127142857143,576.5127142857143,576.5127142857143,576.5127142857143,576.5127142857143,189.10885620915033,189.10885620915033,21.166320441606775,21.166320441606775
