task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,79.55405183705184,27.789683472515282,27.789683472515282,9.818544180217987
object_detection,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,39.57701404151404,21.188975667011647,21.188975667011647,11.790500829878665
question_answering,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,42.91507295645531,15.65563866562959,15.65563866562959,4.6887889565903835
speech_recognition,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,577.4613412698412,188.38274900059682,188.38274900059682,21.845391949575742
