task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,81.19978690741134,27.961493402184164,27.961493402184164,27.961493402184164
object_detection,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,39.902465005556216,20.938963077416958,20.938963077416958,20.938963077416958
question_answering,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,43.68136783032533,15.1625271609393,15.1625271609393,15.1625271609393
speech_recognition,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,594.1368719741797,187.72695790926343,187.72695790926343,187.72695790926343
