task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.10060606060605,77.10060606060605,29.364597079391196,29.364597079391196,10.026265190257519,10.026265190257519
object_detection,37.96003663003663,37.96003663003663,21.626125721394263,21.626125721394263,11.767051285514238,11.767051285514238
question_answering,43.740959595959595,43.740959595959595,17.01214913827143,17.01214913827143,4.804829585375819,4.804829585375819
speech_recognition,568.5107142857144,568.5107142857144,186.14239620791108,186.14239620791108,21.250214290727598,21.250214290727598
