task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.62714285714286,30.300505050505052,10.47321402741304,10.47321402741304,10.47321402741304
object_detection,41.476190476190474,25.514444444444443,12.43845712374342,12.43845712374342,12.43845712374342
question_answering,40.16833333333334,16.01493808049536,4.956379715124737,4.956379715124737,4.956379715124737
speech_recognition,570.1333333333333,187.5463082668965,21.71451344422438,21.71451344422438,21.71451344422438
