task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1
image_classification,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,79.28444971765263,9.885153358522183
object_detection,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,39.15742776409255,11.860935156085695
question_answering,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,42.69754772411189,4.717172112748837
speech_recognition,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,581.6204729109274,21.787112740850425
