task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1
image_classification,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,79.17694968133472,27.796492939427726,9.812441452319227
object_detection,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,39.15224650681589,20.90711500974659,11.461872528857054
question_answering,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,42.479097215915395,16.971978835978838,4.480046151496612
speech_recognition,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,579.0949285058375,186.43470209339776,21.726481485739036
