task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1
image_classification,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,103.79012725216005,28.97303075171048
object_detection,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,45.55091115553819,20.939732323232324
question_answering,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,54.582359319204876,15.086767728218422
speech_recognition,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,725.8793156991853,184.76695296109472
