task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,78.72187229437229,78.72187229437229,78.72187229437229,78.72187229437229,28.65631416139787,28.65631416139787,28.65631416139787,9.9005013956404
object_detection,36.575334804084804,36.575334804084804,36.575334804084804,36.575334804084804,20.92058826191605,20.92058826191605,20.92058826191605,11.778810147386714
question_answering,42.299465522222874,42.299465522222874,42.299465522222874,42.299465522222874,15.436540336196535,15.436540336196535,15.436540336196535,4.67608936423054
speech_recognition,578.2970833333333,578.2970833333333,578.2970833333333,578.2970833333333,187.21434432234432,187.21434432234432,187.21434432234432,21.622542150831627
