task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,80.36832473354532,29.105608465608462,29.105608465608462,10.017575392404297
object_detection,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,41.270369743488935,23.359768844649114,23.359768844649114,11.98097832860209
question_answering,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,43.37665473415473,17.238085839598998,17.238085839598998,4.743574411798242
speech_recognition,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,582.4276785714285,185.68475588179936,185.68475588179936,22.17136412228413
